2025-11-26 17:54:56 [INFO] __main__: ============================================================
2025-11-26 17:54:56 [INFO] __main__: SMART IRRIGATION SYSTEM - TINKERCAD TO THINGSBOARD BRIDGE
2025-11-26 17:54:56 [INFO] __main__: ============================================================
2025-11-26 17:54:56 [INFO] __main__: Started at: 2025-11-26 17:54:56
2025-11-26 17:54:56 [INFO] __main__: Log file: C:\Users\krzor\Desktop\irrigation last bridge\logs\bridge_44360.log
2025-11-26 17:54:56 [INFO] __main__: ============================================================
2025-11-26 17:54:56 [INFO] __main__: Starting Smart Irrigation Bridge...
2025-11-26 17:54:56 [INFO] __main__: Initializing components...
2025-11-26 17:54:56 [INFO] thingsboard_client: ThingsBoard client initialized: https://eu.thingsboard.cloud
2025-11-26 17:54:56 [INFO] thingsboard_client: Telemetry endpoint: https://eu.thingsboard.cloud/api/v1/CY1zWMnlhydkKr0Hx9rG/telemetry
2025-11-26 18:23:28 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:23:39 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:23:43 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:23:50 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:23:54 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:02 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:07 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:11 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:17 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:24 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:33 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:37 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:41 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:45 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:49 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:55 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:24:59 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:25:05 [INFO] browser_automation: Simulation reset detected
2025-11-26 18:29:35 [WARNING] browser_automation: Error reading serial output: Locator.inner_text: Target page, context or browser has been closed
2025-11-26 18:29:36 [WARNING] browser_automation: Error reading serial output: Locator.inner_text: Target page, context or browser has been closed
2025-11-26 18:29:36 [WARNING] browser_automation: Error reading serial output: Locator.inner_text: Target page, context or browser has been closed
2025-11-26 18:29:36 [WARNING] browser_automation: Error reading serial output: Locator.inner_text: Target page, context or browser has been closed
2025-11-26 18:29:37 [WARNING] browser_automation: Error reading serial output: Locator.inner_text: Target page, context or browser has been closed
2025-11-26 18:29:37 [INFO] __main__: 
============================================================
2025-11-26 18:29:37 [INFO] __main__: Stopping bridge (Ctrl+C detected)
2025-11-26 18:29:37 [INFO] __main__: ============================================================
2025-11-26 18:29:37 [INFO] __main__: 
Runtime: 2054.3 seconds
2025-11-26 18:29:37 [INFO] __main__: Messages sent: 1071
2025-11-26 18:29:37 [INFO] __main__: Average rate: 0.52 msg/s
2025-11-26 18:29:37 [INFO] __main__: Cleaning up...
2025-11-26 18:29:37 [INFO] browser_automation: Stopping simulation...
2025-11-26 18:29:37 [WARNING] browser_automation: Error stopping simulation: Locator.click: Target page, context or browser has been closed
2025-11-26 18:29:37 [CRITICAL] __main__: Critical error: BrowserContext.close: Target page, context or browser has been closed
Traceback (most recent call last):
  File "C:\Users\krzor\Desktop\irrigation last bridge\src\main.py", line 237, in main
    success = run_bridge()
  File "C:\Users\krzor\Desktop\irrigation last bridge\src\main.py", line 216, in run_bridge
    context.close()
    ~~~~~~~~~~~~~^^
  File "C:\Users\krzor\AppData\Local\Programs\Python\Python314\Lib\site-packages\playwright\sync_api\_generated.py", line 13482, in close
    return mapping.from_maybe_impl(self._sync(self._impl_obj.close(reason=reason)))
                                   ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\krzor\AppData\Local\Programs\Python\Python314\Lib\site-packages\playwright\_impl\_sync_base.py", line 115, in _sync
    return task.result()
           ~~~~~~~~~~~^^
  File "C:\Users\krzor\AppData\Local\Programs\Python\Python314\Lib\site-packages\playwright\_impl\_browser_context.py", line 620, in close
    await self._channel.send("close", None, {"reason": reason})
  File "C:\Users\krzor\AppData\Local\Programs\Python\Python314\Lib\site-packages\playwright\_impl\_connection.py", line 69, in send
    return await self._connection.wrap_api_call(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<3 lines>...
    )
    ^
  File "C:\Users\krzor\AppData\Local\Programs\Python\Python314\Lib\site-packages\playwright\_impl\_connection.py", line 558, in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
playwright._impl._errors.TargetClosedError: BrowserContext.close: Target page, context or browser has been closed
2025-11-26 18:29:37 [INFO] __main__: ============================================================
2025-11-26 18:29:37 [INFO] __main__: Application terminated
2025-11-26 18:29:37 [INFO] __main__: ============================================================
